Event	ID	Name			Wwise Object Path	Notes
	196682047	SFX_PaperDisappears			\Default Work Unit\SFX_PaperDisappears	
	480120917	SFX_NoBack			\Default Work Unit\SFX_NoBack	
	681822082	SFX_Key			\Default Work Unit\SFX_Key	
	831657605	SFX_PaperAppears			\Default Work Unit\SFX_PaperAppears	
	855119499	SFX_NoInkLeft			\Default Work Unit\SFX_NoInkLeft	
	1101959602	SFX_Bell			\Default Work Unit\SFX_Bell	
	1281716197	SFX_Cadavre			\Default Work Unit\SFX_Cadavre	
	2363272052	Ambiant_Day			\Default Work Unit\Ambiant_Day	
	2385628198	Footsteps			\Default Work Unit\Footsteps	
	3380952835	SFX_PutAwayTypewriter			\Default Work Unit\SFX_PutAwayTypewriter	
	4036892440	SFX_TypeWriter			\Default Work Unit\SFX_TypeWriter	
	4228261502	SFX_Spool			\Default Work Unit\SFX_Spool	

Audio Bus	ID	Name			Wwise Object Path	Notes
	393239870	SFX			\Default Work Unit\Master Audio Bus\CHARACTER\SFX	
	436743010	CHARACTER			\Default Work Unit\Master Audio Bus\CHARACTER	
	682566924	SFX_CADAVRES			\Default Work Unit\Master Audio Bus\CHARACTER\SFX_CADAVRES	
	999249646	FTS			\Default Work Unit\Master Audio Bus\CHARACTER\FTS	
	2193711091	REVS			\Default Work Unit\Master Audio Bus\REVS	
	3034623661	ATMOS			\Default Work Unit\Master Audio Bus\ATMOS	
	3261194612	AMBIANT_ATMOS			\Default Work Unit\Master Audio Bus\ATMOS\AMBIANT_ATMOS	
	3419056631	AMBIANT_MUSIC			\Default Work Unit\Master Audio Bus\ATMOS\AMBIANT_MUSIC	
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	

Auxiliary Bus	ID	Name			Wwise Object Path	Notes
	3405182688	AMBIANT_OS			\Default Work Unit\Master Audio Bus\REVS\AMBIANT_OS	

Effect plug-ins	ID	Name	Type				Notes
	539961703	FTS_Mud_Light_R_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Right\Light\FTS_Mud_Light_R_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Right\Light\FTS_Mud_Light_R_04		6466
	540464275	Ambiant_Forest_Insects_OS_07	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Insects\Ambiant_Forest_Insects_OS_07_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Insects\Ambiant_Forest_Insects_OS_07		33925
	554436244	Ambiant_Wind_Howls_OS_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Wind_Howls\Ambiant_Wind_Howls_OS_02_9966376F.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Wind_Howls\Ambiant_Wind_Howls_OS_02		199170
	557228443	FTS_Mud_Light_R_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Right\Light\FTS_Mud_Light_R_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Right\Light\FTS_Mud_Light_R_03		5928
	571347215	FTS_Mud_Medium_L_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Left\Medium\FTS_Mud_Medium_L_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Left\Medium\FTS_Mud_Medium_L_04		8114
	585660668	SFX_Typewriter_Key_06	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_06_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_06		2610
	607048233	FTS_MetalMove_Light_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Light_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Light\FTS_MetalMove_Light_03		14228
	612215985	FTS_MetalMove_Hard_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Hard_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Hard\FTS_MetalMove_Hard_05		16442
	613195922	FTS_Mud_Medium_L_06	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Left\Medium\FTS_Mud_Medium_L_06_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Left\Medium\FTS_Mud_Medium_L_06		7531
	614241335	SFX_NoBack_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_NoBack\SFX_NoBack_03_A230F5F9.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_NoBack\SFX_NoBack\SFX_NoBack_03		6602
	617238335	FTS_MetalMove_Medium_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Medium_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Medium\FTS_MetalMove_Medium_04		14692
	626550121	Ambiant_Forest_Inscect_OS_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Insects\Ambiant_Forest_Inscect_OS_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Insects\Ambiant_Forest_Inscect_OS_01		17781
	641159533	FTS_Cloth_R_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\Cloth\FTS_Cloth_R_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\Cloth\FTS_Cloth_R\FTS_Cloth_R_01		4790
	649201782	SFX_Typewriter_Key_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_05		3367
	650060410	Ambiant_Wind_Leafs_Lp	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_Lp\Ambiant_Wind_Leafs_Lp_B587EF35.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_Lp\Ambiant_Wind_Leafs_Lp		1062292
	651341306	Ambiant_Forest_Bird_OS_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Bird\Ambiant_Forest_Bird_OS_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Bird\Ambiant_Forest_Bird_OS_04		9714
	655868356	SFX_Typewriter_Key_11	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_11_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_11		3619
	666108000	SFX_TakePaper_10	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_10_C4AFEB22.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperDisappears\SFX_PaperAway\SFX_TakePaper_10		4429
	673225341	SFX_Typewriter_Spool_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_Spool_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_NoInkLeft\SFX_Typewriter_Spool\SFX_Typewriter_Spool_02		16998
	678092085	FTS_Mud_Light_L_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Left\Light\FTS_Mud_Light_L_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Left\Light\FTS_Mud_Light_L_02		5339
	689234866	FTS_Mud_Medium_L_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Left\Medium\FTS_Mud_Medium_L_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Left\Medium\FTS_Mud_Medium_L_03		7482
	690627469	FTS_Mud_Medium_R_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Right\Medium\FTS_Mud_Medium_R_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Right\Medium\FTS_Mud_Medium_R_03		6598
	712179299	Ambiant_Forest_Insects_OS_06	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Insects\Ambiant_Forest_Insects_OS_06_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Insects\Ambiant_Forest_Insects_OS_06		19385
	730396462	SFX_TakeTypewriter_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX\SFX_TakeTypewriter\SFX_TakeTypewriter_04_4B07551A.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_PutAwayTypewriter\SFX_PutAwayTypewriter\SFX_TakeTypewriter_04		11518
	763461769	Ambiant_Wind_Howls_OS_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Wind_Howls\Ambiant_Wind_Howls_OS_01_1288BA46.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Wind_Howls\Ambiant_Wind_Howls_OS_04		137479
	770300461	Ambiant_Forest_Insects_OS_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Insects\Ambiant_Forest_Insects_OS_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Insects\Ambiant_Forest_Insects_OS_05		11911
	776074818	FTS_Cloth_L_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\Cloth\FTS_Cloth_L_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\Cloth\FTS_Cloth_L\FTS_Cloth_L_04		4902
	779918029	Ambiant_Forest_Bird_OS_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Bird\Ambiant_Forest_Bird_OS_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Bird\Ambiant_Forest_Bird_OS_01		8995
	784465784	FTS_MetalMove_Light_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Light_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Light\FTS_MetalMove_Light_02		14599
	787509311	Ambiant_Forest_Vegetation_OS_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Vegetation\Ambiant_Forest_Vegetation_OS_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Vegetation\Ambiant_Forest_Vegetation_OS_03		6785
	790215191	SFX_TakePaper_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperAppears\SFX_TakePaper\SFX_TakePaper_04		8002
	799269926	FTS_Mud_Light_L_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Left\Light\FTS_Mud_Light_L_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Left\Light\FTS_Mud_Light_L_04		5981
	807053639	Ambiant_Forest_Bird_OS_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Bird\Ambiant_Forest_Bird_OS_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Bird\Ambiant_Forest_Bird_OS_03		10252
	807157152	Ambiant_Wind_Low_Lp	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_Lp\Ambiant_Wind_Low_Lp_B587EF35.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_Lp\Ambiant_Wind_Low_Lp		538397
	811596437	FTS_Mud_Medium_R_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Right\Medium\FTS_Mud_Medium_R_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Right\Medium\FTS_Mud_Medium_R_01		6589
	815721468	FTS_Cloth_R_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\Cloth\FTS_Cloth_R_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\Cloth\FTS_Cloth_R\FTS_Cloth_R_02		8378
	817626107	SFX_Typewriter_SpoolReload_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_SpoolReload_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_SpoolReload\SFX_Typewriter_SpoolReload_02		10821
	828523852	SFX_Cadavre_Flies_Lp	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Cadavre\SFX_Cadavre_Flies_Lp_B587EF35.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Cadavre\SFX_Cadavre_Flies_Lp		95974
	837457025	SFX_Typewriter_Key_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_02		2970
	842020344	FTS_Mud_Light_L_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Left\Light\FTS_Mud_Light_L_01_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Left\Light\FTS_Mud_Light_L_01		6402
	847870607	FTS_MetalMove_Hard_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Hard_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Hard\FTS_MetalMove_Hard_02		14540
	848713835	SFX_TakeTypewriter_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX\SFX_TakeTypewriter\SFX_TakeTypewriter_03_C4C6F44C.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_PutAwayTypewriter\SFX_PutAwayTypewriter\SFX_TakeTypewriter_03		11268
	854779776	Ambiant_Forest_Gousse_OS_07	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Bird\Gousse\Ambiant_Forest_Gousse_OS_07_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Bird\Gousse\Ambiant_Forest_Gousse_OS_07		27612
	865479207	SFX_TakePaper_06	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_06_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperAppears\SFX_TakePaper\SFX_TakePaper_06		9747
	890054774	SFX_TakePaper_07	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_07_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperAppears\SFX_TakePaper\SFX_TakePaper_07		7573
	900697973	FTS_Mud_Medium_R_06	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Right\Medium\FTS_Mud_Medium_R_06_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Right\Medium\FTS_Mud_Medium_R_06		6672
	902853314	SFX_Typewriter_Key_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_04		2930
	909029856	SFX_TakePaper_10	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_10_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperAppears\SFX_TakePaper\SFX_TakePaper_10		6992
	913278681	FTS_MetalMove_Medium_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Medium_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Medium\FTS_MetalMove_Medium_02		14492
	924225181	SFX_TakePaper_08	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_08_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperAppears\SFX_TakePaper\SFX_TakePaper_08		11695
	945616112	FTS_MetalMove_Hard_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Hard_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Hard\FTS_MetalMove_Hard_03		15918
	955895749	SFX_TakePaper_06	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_TakePaper\SFX_TakePaper_06_50C693F9.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Paper\SFX_PaperDisappears\SFX_PaperAway\SFX_TakePaper_06		4647
	958632936	FTS_Mud_Light_L_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Left\Light\FTS_Mud_Light_L_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Left\Light\FTS_Mud_Light_L_05		7160
	961272204	FTS_MetalMove_Light_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Light_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Light\FTS_MetalMove_Light_05		14500
	981952339	FTS_Mud_Medium_R_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Right\Medium\FTS_Mud_Medium_R_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Right\Medium\FTS_Mud_Medium_R_05		6848
	984604711	SFX_Typewriter_Key_07	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_07_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_07		2895
	985131595	SFX_Typewriter_Spool_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_Spool_04_012482AC.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_Spool\SFX_Typewriter_Spool_04		7351
	993268731	FTS_Mud_Light_R_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Mud\Right\Light\FTS_Mud_Light_R_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Mud\Right\Light\FTS_Mud_Light_R_02		5931
	996823505	FTS_MetalMove_Hard_06	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Hard_06_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Hard\FTS_MetalMove_Hard_06		16163
	1007164182	SFX_TakeTypewriter_01	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX\SFX_TakeTypewriter\SFX_TakeTypewriter_01_F236291C.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_PutAwayTypewriter\SFX_PutAwayTypewriter\SFX_TakeTypewriter_01		9529
	1013252983	FTS_MetalMove_Hard_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Hard_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Hard\FTS_MetalMove_Hard_04		16942
	1013691560	Ambiant_Forest_Insects_OS_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Insects\Ambiant_Forest_Insects_OS_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Insects\Ambiant_Forest_Insects_OS_04		16250
	1017266652	FTS_Cloth_R_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\Cloth\FTS_Cloth_R_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\Cloth\FTS_Cloth_R\FTS_Cloth_R_03		9173
	1023311817	SFX_Typewriter_Spool_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_Spool_02_6379A77F.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_Spool\SFX_Typewriter_Spool_02		6166
	1024713281	SFX_Cadavre_Flies_OS_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Cadavre\SFX_Cadavre_Flies_OS_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Cadavre\SFX_Flies\SFX_Cadavre_Flies_OS_05		4043
	1032274393	Ambiant_Forest_Insects_OS_09	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Insects\Ambiant_Forest_Insects_OS_09_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Insects\Ambiant_Forest_Insects_OS_09		12850
	1046375580	Ambiant_Forest_Bird_OS_05	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Bird\Ambiant_Forest_Bird_OS_05_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Bird\Ambiant_Forest_Bird_OS_05		9576
	1059043106	SFX_TakeTypewriter_04	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX\SFX_TakeTypewriter\SFX_TakeTypewriter_04_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_TakeTypewriter\SFX_TakeTypewriter\SFX_TakeTypewriter_04		30929
	1060308833	SFX_Typewriter_Key_09	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_09_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_Key\SFX_Typewriter_Key_09		2909
	1063489088	FTS_MetalMove_Medium_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Footsteps\Gear\MetalMove\FTS_MetalMove_Medium_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\FTS\Footsteps_All\Gear\MetalMove\FTS_MetalMove_Medium\FTS_MetalMove_Medium_03		14888
	1069051616	Ambiant_Forest_Gousse_OS_02	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\Ambiant\Day_OS\Bird\Gousse\Ambiant_Forest_Gousse_OS_02_49718417.wem		\Actor-Mixer Hierarchy\Ink\AMBIANT\Ambiant\Ambiant_Day\Day_OS\Bird\Gousse\Ambiant_Forest_Gousse_OS_02		27538
	1071020788	SFX_Typewriter_Spool_03	D:\Sessions\Ink\Git\Ink _WwiseProject\.cache\Windows\SFX\SFX_Typewiter\SFX_Spool\SFX_Typewriter_Spool_03_49718417.wem		\Actor-Mixer Hierarchy\Ink\CHARACTER\SFX\SFX_Typewiter\SFX_NoInkLeft\SFX_Typewriter_Spool\SFX_Typewriter_Spool_03		17424

